Icmeler Beach	Asia	Turkey	Mugla	Marmaris	NULL	NULL	Aegean Sea 	36.806649, 28.233148	4.8	4	7	6	2	10	4	6	5	2	0	1	5	10	0	10
7 Commandos Beach-El Nido	Asia	Philippines	Luzon	Palawan Islands	Palawan Isl. Coastline	NULL	South China Sea	11.173565, 119.379083	6.2	9	7.5	7.5	6	7	7.5	7	8.5	4	4	4	10	5.5	0	6
Ipil Beach-El Nido	Asia	Philippines	Luzon	Palawan Islands	Palawan Isl. Coastline	NULL	South China Sea	11.180976, 119.374987	6.2	9.5	8	10	9.3	0	7.5	9	8.5	4	4	4	10	7.5	1	0
Paradise Beach	Asia	Philippines	Luzon	Bacuit Archipelago	Cadlao Island	NULL	South China Sea	11.199134, 119.376739	6.3	9	8	10	9	0	8	8	9.5	5	5	5	10	8	0	0
Corong Corong Beach-El Nido	Asia	Philippines	Luzon	Palawan Islands	Palawan Isl. Coastline	NULL	South China Sea	11.168629, 119.395349	3.1	4	0.1	9	5.5	5	3	1.5	6.5	2.5	0.1	0	8.5	0.5	0	1
Marimegmeg Beach-El Nido	Asia	Philippines	Luzon	Palawan Islands	Palawan Isl. Coastline	NULL	South China Sea	11.147057, 119.396960	4.9	7.8	7	8.7	6	3	5	7.5	8.5	3	0.5	0.5	7	7	0	2
Pinagbuyatan Island Beach	Asia	Philippines	Luzon	Bacuit Archipelago	Pinagbuyatan Island	NULL	South China Sea	11.119990, 119.394713	5.9	9.2	7.5	8.5	9	1	9	8.3	9	4	4	4	9.3	6	0	0
Port Barton Beach	Asia	Philippines	Luzon	Palawan Islands	Palawan Isl. Coastline	NULL	South China Sea	10.414404, 119.178010	4.4	7	3	6	7	7	2	3.5	8.5	2.5	0	0	8.5	5	0	6.5
White Beach-Port Barton	Asia	Philippines	Luzon	Palawan Islands	Palawan Isl. Coastline	NULL	South China Sea	10.405599, 119.155353	5.4	8.3	7.5	6.5	8.5	5	5	7.5	7.5	4.5	1.5	1.5	8.4	5	0	4
Inoladoan Island Beach	Asia	Philippines	Luzon	Palawan Islands	Inoladoan Island	NULL	South China Sea	10.461011, 119.153285	6.9	9.1	8.8	8.7	8.5	1	9	9	9	7	5.3	6.3	9.7	3.5	7	1.5
Pristine Beach-Puerto Princesa	Asia	Philippines	Luzon	Palawan Islands	Palawan Isl. Coastline	NULL	South China Sea	9.727064, 118.756385	1.9	3.5	0.5	0.5	5	5	1	1	8.5	0	0	0	0	1	0	2
Dayang Beach	Asia	Philippines	Mindanao	Davao Region Islands	Talicud Island	NULL	Celebes Sea	6.949512, 125.668774	7.1	7	7	6	6.5	5.5	8	8	8	7	7.3	7.3	7	7	7	7.5
San Remegio Beach	Asia	Philippines	Mindanao	Davao Region Islands	Samal Island	NULL	Celebes Sea	6.921311, 125.777376	6.8	6	6	6	7.5	6.5	8	8	8	6	6	6	6	5.5	8.5	7.5
Isla Reta Beach	Asia	Philippines	Mindanao	Davao Region Islands	Talicud Island	NULL	Celebes Sea	6.936518, 125.720669	6.3	8.8	8.5	5	5	6.5	8	7	8.5	3.5	3	3.5	6.5	5	8	7
Linosutan White Sand Beach	Asia	Philippines	Mindanao	Davao Region Islands	Talicud Island	NULL	Celebes Sea	6.934009967092523, 125.67729484930169	6.2	8.5	4	4.5	9.5	0	7	8.5	8	5	9	9	4	8	1	6.5
Kaputian Beach	Asia	Philippines	Mindanao	Davao Region Islands	Samal Island	NULL	Celebes Sea	6.965071, 125.722816	3.4	8	3.5	3.5	2	7	6	2	7	3.5	0	0	3	2	1	3
Penaplata Beaches	Asia	Philippines	Mindanao	Davao Region Islands	Samal Island	NULL	Celebes Sea	7.076657, 125.701718	3.4	8	7.7	3	5	8	1.5	1.5	8.5	1	0	0	1	1	0	5
Canibad Beach	Asia	Philippines	Mindanao	Davao Region Islands	Samal Island	NULL	Celebes Sea	7.090071, 125.784668	3.9	5	3.5	4.5	9.5	5.5	6	2.5	4	3.5	3	3	2	3.5	2.5	1
Talisay Beach	Asia	Philippines	Mindanao	Davao Region Islands	Samal Island	NULL	Celebes Sea	6.899589, 125.756831	3.5	6	0.5	2	6.5	0.5	7	5.5	4	4.5	4.5	4.5	4.5	1.5	0.5	0
Isla Jardin Del Mar Beach	Asia	Philippines	Mindanao	Soccsksargen	Sarangani	NULL	Celebes Sea	5.770576, 125.194358	7.5	9	9.2	7	6	7.8	9	9.3	7	7	8	8.2	0	7.5	9.5	7.5
Salonikios Beach	Europe	Greece	Eastern Macedonia and Thrace	Thasos	NULL	NULL	Aegean Sea 	40.572049, 24.643508	4.6	6	5.5	6.5	6.5	1.5	6	9	4.5	3.5	0	2.5	8	5	3.5	1
Trypiti Beach	Europe	Greece	Eastern Macedonia and Thrace	Thasos	NULL	NULL	Aegean Sea 	40.623526, 24.543288	5.3	7.3	8.5	4.5	6.5	8	6	8.5	4.5	3	0	3	4	6.5	0	8.5
Orange Beach	Europe	Greece	Central Macedonia	Chalkidiki	Sithonia	NULL	Aegean Sea 	40.126777, 23.969520	4.2	5	5	8.3	2	1.5	6	8	4.5	3	0	2.8	7.5	2	3.5	3.5
South East Beach	Asia	Thailand	Satun	Ko Tarutao Archipelago	Muko Dong	NULL	Andaman Sea	6.516721, 99.177279	5.1	8	8	7	6	0	7	10	6.5	7	8.1	8	0.5	0	0	0
Monkey Beach	Asia	Thailand	Satun	Ko Tarutao Archipelago	Muko Dong	NULL	Andaman Sea	6.527687, 99.174291	4.7	7	8	5.5	7.5	0	6	9	8	6	6	6	0.5	0.5	0	0
Ko Lugoi Beach	Asia	Thailand	Satun	Ko Tarutao Archipelago	Muko Dong	NULL	Andaman Sea	6.520736, 99.186972	5	9.1	8	7	5	0	7	9	8.1	7	7	7	0.5	0.5	0	0
Black stone Beach	Asia	Thailand	Satun	Ko Tarutao Archipelago	Ko Hin Ngam	NULL	Andaman Sea	6.514783, 99.261717	3.1	0	6	6	2	0	6	7	1	5.5	6	6	1	0.1	0	0
Ko Hin Ngam-Snorkelling spot	Asia	Thailand	Satun	Ko Tarutao Archipelago	Ko Hin Ngam	NULL	Andaman Sea	6.513170, 99.261925	6.7	NULL	NULL	NULL	NULL	NULL	7	9	1	7	8.2	8	NULL	NULL	NULL	NULL
Cha Bang snorkelling spot	Asia	Thailand	Satun	Ko Tarutao Archipelago	Ko Adang	NULL	Andaman Sea	6.514305, 99.270587	5.4	NULL	NULL	NULL	NULL	NULL	7	9	0	5	5.7	5.4	NULL	NULL	NULL	NULL
Sunrise Beach North	Asia	Thailand	Satun	Ko Tarutao Archipelago	Ko Lipe	NULL	Andaman Sea	6.495921, 99.306488	6.7	9.1	8	5.5	5	8.1	7	9	10	4	5	5.5	8.7	7	0	9
Sunrise Beach South	Asia	Thailand	Satun	Ko Tarutao Archipelago	Ko Lipe	NULL	Andaman Sea	6.489312, 99.310045	5.7	9	5	5	1	8	6	5	9	4	6.2	6	9	4	0	9
Sunset Beach	Asia	Thailand	Satun	Ko Tarutao Archipelago	Ko Lipe	NULL	Andaman Sea	6.492369, 99.300452	5.6	8	5	5	3	8	6	7	6	4	4.2	4.2	9	4	1	9
Long Bay Beach	Asia	Thailand	Satun	Ko Tarutao Archipelago	Ko Lipe	NULL	Andaman Sea	6.493890, 99.303008	5.7	8.1	5.7	5	5	8	6	8	6	4	3.3	3.8	9	5	0	9
Pattaya Beach	Asia	Thailand	Satun	Ko Tarutao Archipelago	Ko Lipe	NULL	Andaman Sea	6.487350, 99.300665	4.6	9.1	6	5	0	8	6	5	9.4	2	1.8	1.6	3	4	0	8.5
Lamai Beach	Asia	Thailand	Surat Thani	Ko Samui District	Ko Samui	Maret	Gulf of Thailand	9.465345, 100.046821	4.1	8	6	4	1.5	10	2	4	8	1.3	0	0	1	6	0	10
Coral Cove Beach	Asia	Thailand	Surat Thani	Ko Samui District	Ko Samui	Bo Phut	Gulf of Thailand	9.490666, 100.061451	3.9	7.2	5	6	2.5	6	3	5	7	2	1	1	2	2	0	9
Silver Beach	Asia	Thailand	Surat Thani	Ko Samui District	Ko Samui	Maret	Gulf of Thailand	9.477605, 100.066873	4.6	8	7	6.3	3.3	6	3	5	7.5	2	1	1	5	5	0	8.6
Caweng Beach	Asia	Thailand	Surat Thani	Ko Samui District	Ko Samui	Bo Phut	Gulf of Thailand	9.533169, 100.069200	3.8	8	5	3	1	10	2	4.1	8.3	1	0	0	1	3	0	10
Maenam Beach	Asia	Thailand	Surat Thani	Ko Samui District	Ko Samui	Mae Nam	Gulf of Thailand	9.571022, 99.997965	4.3	7.2	5	4.2	2.5	9	2	4	8.4	5	1	0	1	5	0	10
Bophut Beach	Asia	Thailand	Surat Thani	Ko Samui District	Ko Samui	Bo Phut	Gulf of Thailand	9.561039, 100.028007	3.7	6.8	6.2	2	3.3	9	1.5	4	6.5	1	0	0	1	5	0	9.3
NP Camp Beach	Asia	Thailand	Surat Thani	Angthong Marine Park	Ko Wua Talap	NULL	Gulf of Thailand	9.635357, 99.671728	4.5	8.1	7.2	8.5	3.5	6	2	7	6	2	1	0.5	7.8	3	4	1.5
Mai Ngam Beach	Asia	Thailand	Phang Nga	Surin Islands	Ko Surin Nuea	NULL	Andaman Sea	9.434402, 97.859741	6.8	9.2	8	7.5	6.5	6	7	8.8	6	4.5	3	5	6	7	9	8
Mai Ngam-Snorkelling spot	Asia	Thailand	Phang Nga	Surin Islands	Ko Surin Nuea	NULL	Andaman Sea	9.438060, 97.855639	5	NULL	NULL	NULL	NULL	NULL	7	8.3	0	5	5	5	NULL	NULL	NULL	NULL
Navi Base Beach	Asia	Thailand	Phang Nga	Surin Islands	Ko Surin Nuea	NULL	Andaman Sea	9.430164, 97.866501	6.7	9.1	7.8	8	9.1	0	7	9	9	5	3	5	5	7.5	8	7.5
Chong Khad Beach	Asia	Thailand	Phang Nga	Surin Islands	Ko Surin Nuea	NULL	Andaman Sea	9.423361, 97.868574	6.5	8.2	8	8.4	6	6	7	8	8.5	5	3	4	6	4	7.3	8
Ao Sabparod	Asia	Thailand	Phang Nga	Surin Islands	Ko Surin Tai	NULL	Andaman Sea	9.401082, 97.876136	5.8	8.5	7	6	9.5	0	9	9.5	7	7	7	7	7	3	0	0
Ao Tao - Snorkelling spot	Asia	Thailand	Phang Nga	Surin Islands	Ko Surin Tai	NULL	Andaman Sea	9.391066, 97.881481	5.2	8.8	7	6	9.5	0	9.3	5	6.5	6	6	6	7	1.5	0	0
Hin Kong-Snorkelling spot	Asia	Thailand	Phang Nga	Surin Islands	Ko Surin Tai	NULL	Andaman Sea	9.396018, 97.895017	4.8	NULL	NULL	NULL	NULL	NULL	9	9	0	4	3	3.5	NULL	NULL	NULL	NULL
Hlam Mae Yai-Snorkelling spot	Asia	Thailand	Phang Nga	Surin Islands	Ko Surin Nuea	NULL	Andaman Sea	9.426355, 97.897389	5.7	NULL	NULL	NULL	NULL	NULL	8	8	0	6	6	6	NULL	NULL	NULL	NULL
Hlam Sai Ean-Snorkelling spot	Asia	Thailand	Phang Nga	Surin Islands	Ko Surin Nuea	NULL	Andaman Sea	9.444509, 97.900287	6.5	NULL	NULL	NULL	NULL	NULL	9	9	0	7	7	7	NULL	NULL	NULL	NULL
Hlam Chong Khat-Snork spot	Asia	Thailand	Phang Nga	Surin Islands	Ko Surin Nuea	NULL	Andaman Sea	9.415433, 97.877615	6.6	NULL	NULL	NULL	NULL	NULL	9	9	0	7	7.2	7.1	NULL	NULL	NULL	NULL
Ko Yang Snorkelling spot	Asia	Thailand	Satun	Ko Tarutao Archipelago	Ko Yang	NULL	Andaman Sea	6.541461, 99.262539	4.1	NULL	NULL	NULL	NULL	NULL	6	8.2	0	3	4	3.7	NULL	NULL	NULL	NULL
Ko Ra Ba Snorkeling spot	Asia	Thailand	Satun	Ko Tarutao Archipelago	Muko Dong	NULL	Andaman Sea	6.540293, 99.165190	5.7	NULL	NULL	NULL	NULL	NULL	7	9.5	1	6	5	5.5	NULL	NULL	NULL	NULL
Ko Palai Snorkelling spot	Asia	Thailand	Satun	Ko Tarutao Archipelago	Muko Dong	NULL	Andaman Sea	6.506126, 99.178093	5.6	NULL	NULL	NULL	NULL	NULL	7	8.8	0	6	6	6	NULL	NULL	NULL	NULL
Khuk Khak Beach	Asia	Thailand	Phang Nga	Takua Pa District	NULL	NULL	Andaman Sea	8.677807, 98.241269	5.5	8.4	8	3.3	8.7	8.5	2.5	8	9.7	2	0	0	3.5	10	0	9.5
Bang Niang Beach	Asia	Thailand	Phang Nga	Takua Pa District	NULL	NULL	Andaman Sea	8.663405, 98.244851	5.4	8	8.3	3	7	9.2	2.6	8.2	9.1	2	0	0	3.5	10	0	9.7
Nang Thong Beach	Asia	Thailand	Phang Nga	Takua Pa District	NULL	NULL	Andaman Sea	8.644954, 98.246202	5	7.4	7.8	3.5	7	9.6	2	5.5	7.3	2	0	0	4	10	0	9.5
Trakata Beach	Europe	Bulgaria	Varna	Varna	NULL	NULL	Black Sea	43.219405, 27.981452	2.4	7	6.5	1.5	2	3.5	2	7	1.5	1.5	0	0	1	1	0	2
Turtle Bay-Reef- Beaches	Africa	Egypt	Sinai Peninsula	Sharm-El-Sheikh	NULL	NULL	Red Sea	27.863028, 34.320363	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Turtle Reef-Beaches	Africa	Egypt	Sinai Peninsula	Sharm-El-Sheikh	NULL	NULL	Red Sea	27.863028, 34.320363	6.4	5	9.2	5	8.2	9.2	8.5	9.5	1	8	7.5	7.5	0	8.5	0	8.2
Wild Beach-Harbor	Africa	Egypt	Sinai Peninsula	Sharm-El-Sheikh	NULL	NULL	Red Sea	27.853809, 34.291062	3.4	3.5	1.7	2	8	0	8.5	6	3.5	7	5	5.5	0	1	0	0
Reef Beach	Africa	Egypt	Sinai Peninsula	Sharm-El-Sheikh	NULL	NULL	Red Sea	27.871046, 34.322806	5.3	2	7.8	5	4	8	9	9.2	0	8	8.2	8.1	0	0	0	9.5
White Knight Reef Beaches	Africa	Egypt	Sinai Peninsula	Sharm-El-Sheikh	NULL	NULL	Red Sea	27.961886, 34.399889	6.2	7.3	9	6.5	4	8.5	9.5	8.5	1.5	9.2	8.6	8.9	0	3.7	0	8.1
Mousa Bay Beach-Nabk	Africa	Egypt	Sinai Peninsula	Sharm-El-Sheikh	NULL	NULL	Red Sea	28.066453, 34.432883	4.5	6.8	7	2.6	8.4	5	7.5	8	9.5	2	0	0.5	0	5	0	5
Adaaran Prestige Vadoo Resort	Asia	Maldives	Kaafu Atoll	Vaadhoo	NULL	NULL	Indian Ocean	6.642782900356179, 76.31858825683594	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Playa del Duque	Europe	Spain	Canary Islands	Tenerife	Adeje	NULL	Atlantic Ocean	28.091455, -16.744336	5.3	7.8	8.7	5	3	10	7	8.6	5.5	2	0	1.5	0.5	10	0	10
Playa Fanabe	Europe	Spain	Canary Islands	Tenerife	Adeje	NULL	Atlantic Ocean	28.086899, -16.737907	5.2	5	8.5	3.6	3	10	7.6	8.5	6.1	3	0	2.5	0	10	0	10
Playa Torviscas	Europe	Spain	Canary Islands	Tenerife	Adeje	NULL	Atlantic Ocean	28.083107, -16.735998	6	9	9	5	2.5	9.5	8.6	8.1	8.1	3.1	0	7	0	9.8	0	10
Nissi Beach-Ayia Napa	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	34.987966, 33.968786	5.3	8.5	8.2	4.4	1	9.5	6	8	9.8	1.4	0	1	4	8.3	0	9.3
Linda Beach-Ayia Napa	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	34.987350, 33.958833	5.5	8.8	8.5	4	2.8	9.5	6.3	8.3	8.8	1.5	0	1.5	4	8.5	0	9.6
Makronissos Beach-Ayia Napa	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	34.982357, 33.955023	5.6	9	8.5	6	4	9.3	7	8.5	7.7	1	0	1.5	4	9	0	9
Konnos Beach-Protaras	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	34.983899, 34.069618	5.2	8.2	7.8	5	3.8	7.7	5	8.4	8.8	1.5	0	2.3	1.5	9.3	0	8.3
Fig Tree Beach-Protaras	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	35.012742, 34.059046	4.9	8.1	8.3	3.8	2.7	9.2	4.5	8.2	9	1	0	1	3.3	5	0	9.5
Pernera Beach-Protaras	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	35.016006, 34.054536	4.6	8.2	7	2.5	2.8	9	5	7	8.3	1	0	0	1	8.4	0	9.5
Puerto Colon beach	Europe	Spain	Canary Islands	Tenerife	Adeje	NULL	Atlantic Ocean	28.080001, -16.735437	5.1	6.6	7.5	2.7	2.6	9.7	6.5	8.8	8	2.3	0	2.8	0	9.7	0	9.8
Ayia Thekla Beach-Ayia Napa	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	34.978852, 33.934827	4.3	8.2	7.5	3.3	5	7.7	5	7.5	6	1	0	1	3	4	0	6
Green Bay Beach-Protaras	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	34.999785, 34.066580	5.2	7.7	7.8	5	5.5	8.3	6.5	8.7	7.5	3	0	3	1.5	5	0	8.8
Vathia Gonia Beach	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	34.987144, 33.979451	4.6	7.8	5.7	4	3.2	10	5.5	5	6	1	0	1	1	9.2	0	10
Playa Camison	Europe	Spain	Canary Islands	Tenerife	Adeje	NULL	Atlantic Ocean	28.052973, -16.731079	4.6	7	8.5	3	5	10	2	5	5	2	0	2	0	10	0	10
Glyki Nero Besh-Ayia Napa	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	34.984116, 34.012265	5.2	7.9	7.4	3.7	3.3	9.7	5.3	7.4	8.7	2.2	0	2	1.6	9.5	0	10
Pantachou Beach-Ayia Napa	Europe	Cyprus	Famagusta	NULL	NULL	NULL	Mediterranean Sea 	34.984244, 34.007930	5.1	8.7	7.8	3.8	1.7	10	5	7.5	9.3	1.5	0	1	1	8.9	0	10
Playa de El Bobo	Europe	Spain	Canary Islands	Tenerife	Adeje	NULL	Atlantic Ocean	28.071871, -16.732944	4.5	7.1	7.6	3.6	3	8.9	5.1	7.6	2.6	2.2	0	3.5	0	8	0	8.6
Coral Bay Beach	Europe	Cyprus	Paphos	NULL	NULL	NULL	Mediterranean Sea 	34.854137, 32.369383	4.6	7	5	4.4	3	9.3	5	5.5	8.4	1.3	0	1	2.5	7	0	9.7
Finikoudes Beach	Europe	Cyprus	Larnaca	NULL	NULL	NULL	Mediterranean Sea 	34.913677, 33.638696	4.7	6.5	8.2	3	2	10	4.5	7.5	8.6	1	0	0.5	1	8.1	0	10
Mackenzie Beach	Europe	Cyprus	Larnaca	NULL	NULL	NULL	Mediterranean Sea 	34.887840, 33.637253	4.5	7	6.5	2.5	3	8.1	4.6	7.3	8.8	1	0	0	1	8	0	9.1
Ligaria Beach	Europe	Greece	Crete	Heraklion	NULL	NULL	Mediterranean Sea 	35.398878, 25.027114	4.5	5.4	6.4	4.5	5	8.5	6	8.1	2	2.5	0	2.3	5.7	3.7	0	7.8
Elafonissi Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.271192, 23.541113	5.1	9.1	9	9.8	5	0.5	7.5	9.2	9.8	1.7	0	1	4.5	9.7	0	0
Iguana Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.514079, 23.978423	5.5	8.2	8.1	6	4	9.5	6.5	8.5	8.5	1.3	0	1	3.7	8.1	0	9.7
Glaros Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.511673, 23.973482	5.4	8.1	7.8	4	3.3	9.8	7	8	8.8	1.3	0	1.2	3	8.2	0	9.8
Mamaia Beach	Europe	Romania	Constanta County	NULL	NULL	NULL	Black Sea	44.18762024210347, 28.655640721844975	3.2	3.6	3.4	3.7	2.2	6.2	NULL	3.3	NULL	NULL	0	0	0	8.9	0	7.3
Chrissi Akti Public Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.513025, 23.989228	4.9	6.8	7.2	3.7	2.5	9.1	5	7.8	9.2	1	0	0	3.5	8	0	9.5
Kladissos Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.511705, 23.998615	4.4	5	6.2	3.8	5	9.6	4	7.5	3	1	0	0	3	8.8	0	9.8
Nea Chora Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.513738, 24.006004	4.1	4.2	6.5	1.8	1	9.8	4	7.5	5	1	0	0	3.1	8.5	0	9.8
Lalaria Beach	Europe	Greece	Central Greece	Euboea	NULL	NULL	Aegean Sea 	39.20605376519804, 23.479328155517578	5.3	2.1	9	9	8.5	0	8.5	8.1	5	7.6	5	9	8.1	0	0	0
Stalos Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.514727, 23.944011	4.6	7	6.7	2	5	9.4	4	6.7	6.5	1	0	0	2.5	9	0	9.6
Platanias Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.519438, 23.905887	4.6	6.8	7.2	2.2	1.7	9.8	5	7.7	7.9	1	0	0	1.5	8.7	0	9.7
Maleme Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.525425, 23.851352	3.1	0.8	6.2	2.4	6	7.8	4	7	0.5	1	0	1	1	0.5	0	7.8
Papaniana Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.536938, 23.802906	2.7	0	4.5	1.5	8.7	3.3	4	7.5	0.5	1.5	0	1	1	3	0	4
Balos Beach	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.584128, 23.589472	4.7	9.2	8.5	10	5	0	7.5	9.3	9.7	1.5	0	1.5	0	8.8	0	0
Falassarna	Europe	Greece	Crete	Chania	NULL	NULL	Mediterranean Sea 	35.491962, 23.580108	5.2	8.5	8.3	6.7	5	6.3	7	9	9	1.5	0	1.5	2.5	8	0	5
Kleopatra Beach	Asia	Turkey	Antalya	Alanya	NULL	NULL	Mediterranean Sea 	36.550847, 31.976633	4.3	8.1	6.8	2.7	0	10	1.5	6.4	7.7	1	0	0	1	9.3	0	9.8
Alanya Beach	Asia	Turkey	Antalya	Alanya	NULL	NULL	Mediterranean Sea 	36.541077, 32.021165	3.7	7.3	5.9	0.5	0	10	1.1	4.3	5	0.6	0	0	1.1	9.3	0	10
Lara Beach	Asia	Turkey	Antalya	Antalya	NULL	NULL	Mediterranean Sea 	36.847166, 30.813549	4.6	7.3	7	4	1.4	10	1.7	8.1	8.8	0.6	0	0	1.2	9.4	0	10
Konyaalti Beach	Asia	Turkey	Antalya	Antalya	NULL	NULL	Mediterranean Sea 	36.878930, 30.666890	4.2	5	7.7	3.3	3.7	10	2	7.5	2	1	0	0	1	9.1	0	10
Belek Beach	Asia	Turkey	Antalya	Serik	NULL	NULL	Mediterranean Sea 	36.841890, 31.079083	5.1	8	8.7	3.3	5	10	2	8.6	8	1.3	0	0	1.3	10	0	9.8
Pasha Beach	Asia	Turkey	Antalya	Alanya	NULL	NULL	Mediterranean Sea 	36.571402, 31.904236	4.2	7.3	6.3	3.4	3.7	8.9	2	8.4	7.3	1.7	0	1.5	1	4	0	7.7
Playa de La Enramada	Europe	Spain	Canary Islands	Tenerife	Adeje	NULL	Atlantic Ocean	28.098272, -16.752150	4.2	3.5	5	3.5	9	8.5	5	8.1	1.1	2.1	0	0	0	8.2	0	8.6
Playa El Varadero	Europe	Spain	Canary Islands	Tenerife	Adeje	NULL	Atlantic Ocean	28.101546, -16.757615	3.8	4.5	5.1	1.3	2.5	8.5	5	5.1	2.5	2.3	0	2.4	0	8.8	0	8.6
Playa De Diego Hernandez	Europe	Spain	Canary Islands	Tenerife	Adeje	NULL	Atlantic Ocean	28.108808, -16.761379	3.7	7.1	7.1	9.1	8	0	5.1	7.9	1.6	2.5	0	0	0	7.2	0	0
Playa De La Caleta	Europe	Spain	Canary Islands	Tenerife	Adeje	NULL	Atlantic Ocean	28.101240, -16.757151	3.9	0	5	4.1	7	7.6	5	7.9	0	2.7	0	2.4	0	7.9	0	8.5
